,text,profile,match_bin,match_cat
13,"Здравствуйте, ищу специалиста психотерапевта - мужчина, для проработки ненадежного типа привязанности и проблем в отношениях. Желательно обладающего мед. знаниями в области психиатрии для обнаружения (при наличии ) психиатрического диагноза( биполярное расстройство личности, пограничное расстройство и тп). Вопрос цены немаловажен , готова рассмотреть варианты спец. с небольшим опытом.","Стаж 13 лет Я клинический психолог. Имею вторую квалификационную категорию по специальности медицинский психолог,  когнитивно- поведенческий терапевт, ACT терапевт, CFT- терапевт. Я могу  быть Вам полезна  в кризисных ситуациях (развод, смерть близкого). Состояния сниженного настроения или депрессии, хронической усталости, эмоционального выгорания, адаптации на новым месте, самооценкой. Работаю  с клиентами с  тревожным расстройством и паническими атаками, страхами, в том числе страхами у детей. Отдельно хочу выделить  работу со стыдом и чувством вины в разных жизненных ситуациях.  Возможно, именно это поможет Вам изменить качество жизни и поднять его на другой уровень.  Оказываю психологическое консультирование и поддержку. Могу предложить  прохождения теста  ММИЛ (Ф. Березина  377 вопросов),  с описанием и рекомендацией, так же владею другими методами патопсихологической диагностики и составлением заключений. Работа в рамках краткосрочной, среднесрочной и долгосрочной психотерапии. Образование: 2011 диплом по специальности Психолог, Омский государственный педагогический университет 2014 диплом по специальности Клиническая психология в здравоохранении, Южно- Уральский государственный университет Челябинск Курсы повышения квалификации: 2020 Супервизия. Супервизия в клинической психотерапии Санкт-Петербургский Институт психотерапии и медицинской психологии им. Б.Д. Карвасарского 2020 Современные подходы к психотерапии кризисных состояний, невротических расстройств и психосоматических заболеваний Санкт-Петербургский Институт психотерапии и медицинской психологии им. Б.Д. Карвасарского Санкт-Петербург 2021 Базовый курс когнитивно- поведенческой психотерапии и психологического консультирования Ассоциация Когнитивно-Поведенческой Психотерапии Санкт-Петербург",0,2
14,"Добрый вечер! Прошу помощи,к кому обращаться, ребёнка словно подменили, теперь я не умею и знаю как вести коммуникацию с собственным ребенком","Стаж 17 лет Занимается психологическими кризисами, проблемами в отношениях, конфликтами внешними и внутренними, депрессиями, значительным снижением настроения, разводами, неуверенностью в себе, трудностями с выражением чувств и идей, навязчивыми мыслями и состояниями, страхами, паническими состояниями, психосоматическими расстройствами. В работе с детьми и родителями: проблемы детско-родительских отношений (родительская неуверенность, трудное поведение ребенка, проблемы воспитания). Помощь подросткам (налаживание отношений с близкими, сверстниками; коррекция поведения, преодоление возрастных трудностей). Работает в направлении Когнитивно-поведенческой терапии - это один из эффективных и научно обоснованных методов, который отлично зарекомендовал себя как в работе со взрослыми, так и с подростками. Данный метод направлен на изменение когнитивных искажений (мыслей, убеждений, установок) и поведения, а также улучшение эмоциональной регуляции и выработку новых более эффективных стратегий в решении текущих проблем. Работа в рамках краткосрочной, среднесрочной и долгосрочной психотерапии. Образование: 2007 диплом по специальности Психология, Южно-Российский гуманитарный институт 2010 диплом по специальности Семейное консультирование, Южно-региональный Гештальт - центр 2011 диплом по специальности Детская практическая психология, Педагогический институт ФГАОУ ВПО Южный федеральный университет 2021 диплом по специальности Нейропсихология - диагностика, коррекция, реабилитация, Институт психотерапии и медицинской психологии им. Б.Д.Карвасарского 2022 диплом по специальности Современный клинический психолог, Клинико-психологическая диагностика и интервенция, Институт психотерапии и медицинской психологии им. Б. Д. Карвасарского 2022 диплом по специальности Клиническая психология, Институт психотерапии и медицинской психологии им. Б.Д.Карвасарского 2022 диплом по специальности Современная когнитивно-поведенческая терапия. Когнитивно-поведенческая психотерапия в работе с пациентом с личностным расстройством и психосоматическим заболеванием, Институт психотерапии и медицинской психологии им. Б.Д.Карвасарского 2023 диплом по специальности Унифицированный трансдиагностический протокол в телемедицине, Академия телемедицины Сберздоровья",1,5
15,"Друзья, подскажите хорошего психотерапевта, психиатра или гипнотерапевта (официального), пожалуйста. Депрессивно-тревожное расстройство. Раньше не могла уснуть, теперь, даже если засыпаю, просыпаюсь ночью. Такое ощущение, что мозг не отключается вообще. Челюсть постоянно сжата, в теле тонус: приходится все время держать внимание на блоках, чтобы не перенапрягать. Так устала от себя, хочется уже просто жить и радоваться, но в первой половине дня я почти всегда, как зомби: что спала, что не спала. Энергии очень мало. Поверхностные травмирующие события знаю. Похоже, сидит какая-то травма, о которой просто-напросто не помню. И такое ощущение, что депрессия уже зафиксирована на гормональном уровне. Мозг все время прокручивает болезненные события и страхи. ","Стаж 17 лет Занимается психологическими кризисами, проблемами в отношениях, конфликтами внешними и внутренними, депрессиями, значительным снижением настроения, разводами, неуверенностью в себе, трудностями с выражением чувств и идей, навязчивыми мыслями и состояниями, страхами, паническими состояниями, психосоматическими расстройствами. В работе с детьми и родителями: проблемы детско-родительских отношений (родительская неуверенность, трудное поведение ребенка, проблемы воспитания). Помощь подросткам (налаживание отношений с близкими, сверстниками; коррекция поведения, преодоление возрастных трудностей). Работает в направлении Когнитивно-поведенческой терапии - это один из эффективных и научно обоснованных методов, который отлично зарекомендовал себя как в работе со взрослыми, так и с подростками. Данный метод направлен на изменение когнитивных искажений (мыслей, убеждений, установок) и поведения, а также улучшение эмоциональной регуляции и выработку новых более эффективных стратегий в решении текущих проблем. Работа в рамках краткосрочной, среднесрочной и долгосрочной психотерапии. Образование: 2007 диплом по специальности Психология, Южно-Российский гуманитарный институт 2010 диплом по специальности Семейное консультирование, Южно-региональный Гештальт - центр 2011 диплом по специальности Детская практическая психология, Педагогический институт ФГАОУ ВПО Южный федеральный университет 2021 диплом по специальности Нейропсихология - диагностика, коррекция, реабилитация, Институт психотерапии и медицинской психологии им. Б.Д.Карвасарского 2022 диплом по специальности Современный клинический психолог, Клинико-психологическая диагностика и интервенция, Институт психотерапии и медицинской психологии им. Б. Д. Карвасарского 2022 диплом по специальности Клиническая психология, Институт психотерапии и медицинской психологии им. Б.Д.Карвасарского 2022 диплом по специальности Современная когнитивно-поведенческая терапия. Когнитивно-поведенческая психотерапия в работе с пациентом с личностным расстройством и психосоматическим заболеванием, Институт психотерапии и медицинской психологии им. Б.Д.Карвасарского 2023 диплом по специальности Унифицированный трансдиагностический протокол в телемедицине, Академия телемедицины Сберздоровья",0,1
16,"Здравствуйте, ищу специалиста психотерапевта - мужчина, для проработки ненадежного типа привязанности и проблем в отношениях. Желательно обладающего мед. знаниями в области психиатрии для обнаружения (при наличии ) психиатрического диагноза( биполярное расстройство личности, пограничное расстройство и тп). Вопрос цены немаловажен , готова рассмотреть варианты спец. с небольшим опытом.","Стаж 17 лет Здравствуйте, меня зовут Виктория Томилина, я психолог, когнитивно – поведенческий психотерапевт, член Ассоциации Когнитивно – Поведенческой Психотерапии, системный бизнес-коуч и специалист по Майндфулнес. Я закончила высшее психологическое образование и получила звание магистра в Российском Государственном Гуманитарном Университете. А также имею второе высшее юридическое образование. Имею большоой опыт частной практики по личным и бизнес запросам, а также опыт работы в HR b и собственном бизнесе. Я работаю: с тревожными расстройствами; депрессивными состояниями; страхами; проблемами с регуляцией эмоций; стрессовыми и кризисными ситуациями; сложностями в межличностных отношениях, в том числе на работе; работаю с самооценкой и выстраиванием личных границ; с повышением качества жизни. Я также работаю с бизнес запросами: выгорание; разработка личной стратегии; управление и развитие команды; лидерские навыки; работа с конфликтами; помогаю найти сильные стороны и точки опоры. Работаю с теми, кто понимает, что все хорошо, но может быть еще лучше! Регулярно прохожу личную терапию и коучинг, супервизии и интервизии. Образование: 2007 диплом по специальности Психолог. Преподаватель психологии по специальности Психология, Российский Государственный Гуманитарный Университет. Институт психологии им. Л.С. Выготского. Курсы повышения квалификации: 2005 Классический гипноз, терапия зависимостей, заикания, энуреза Институт психотерапии и клинической психологии 2009 Магистр психологии Российский Государственный Гуманитарный Университет 2023 Базовый курс когнитивно-поведенческой психотерапии и психологического консультирования Ассоциация когнитивно-поведенческой психотерапии 2023 Mindfulness-based cognitive therapy Mindfulness school",0,1
17,"Подскажите психотерапевта, работающего с избегающим расстройством личности, андрофобией, депрессией.","Стаж 17 лет Клинический психолог, нейропсихолог, системный семейный терапевт, КПТ- и EMDR- терапевт. Основные запросы: — личностные кризисы — сложности адаптации — проблемы с самоопределением — тревожные состояния (страхи и фобии) — сильные эмоциональные переживания — трудности с построением личных границ — низкая самооценка (самокритика, вина, стыд) — постановка целей и поддержка в их достижении — горевание (расставание или смерть близкого человека, другие утраты) — проблемы в отношениях (одиночество, конфликты, кризисы, созависимость) — затруднения в профессиональной сфере (прокрастинация, перфекционизм, выгорание,  трудоголизм). Подходы и методы, которые используются в работе: —  транзактный анализ (ТА) —  психоаналитическая терапия (психоанализ) —  системная семейная терапия (ССТ) —  терапия внутренних семейных систем (IFS) — когнитивно-поведенческая терапия (CBT) — терапия принятия и ответственности (ACT) — эмоционально-образная терапия (ЭОТ) — денсибилизация и переработка движением глаз (EMDR) —  телесно-ориентированная психотерапия (ТОП). Образование: 2007 диплом по специальности Специалист по связям с общественностью, Московский государственный университет им. М.В. Ломоносова 2007 диплом по специальности Психолог, Институт практической психотерапии и психоанализа Курсы повышения квалификации: 2020 101 транзактный анализ Мир ТА 2021 Cognitive Behavior Therapy Beck Institute for Cognitive Behavior Therapy 2023 Нейропсихология Институт практической психологии и психотерапии 2023 Клиническая психология Институт практической психологии и психотерапии 2023 EMDR терапевт (1 и 2 ступень) Ассоциация EMDR 2023 Психологическое сопровождение перинатальных потерь Благотворительный фонд «Свет в руках» 2023 202 транзактный анализ Московский институт психоанализа 2023 Магистр психологии, прикладной психоанализ и  психоаналитическое консультирование Московский институт психоанализа",1,5
18,Подскажите хорошего специалиста проблема разрыв отношений..переживание все ли сделала правильно сомнения,"Стаж 17 лет Принимает взрослых с 18 лет . Проводит психологические консультации по таким вопросам, как жизненные проблемы и потрясения, конфликты с родными и близкими, непонимание, неуверенность в себе, низкая самооценка, потеря смысла жизни, проблемы в общении, психологические травмы, эмоциональные проблемы. Образование: 2007 диплом по специальности Педагогика и психология, Оренбургский государственный педагогический университет г.Оренбург Курсы повышения квалификации: 2003 Организуй себя сам Институт консультирования и тренинга «Статус» 2021 Базовый курс психолога-консультанта  Московская психологическая лаборатория 12 2022 Специализация по работе с зависимостями Московская психологическая лаборатория 12 2023 Фокусированная краткосрочная терапия принятия и ответственности Институт практической психологии и психотерапии Опыт работы: 2017 - 2024 Психолог, Индивидуальная практика г.Москва",0,2
19,"Девушка, 24 года, дереализация и тревожная депрессия, препараты подобраны, нужна психотерапия. Ваши рекомендации.","Стаж 17 лет Принимает взрослых с 18 лет . Проводит психологические консультации по таким вопросам, как жизненные проблемы и потрясения, конфликты с родными и близкими, непонимание, неуверенность в себе, низкая самооценка, потеря смысла жизни, проблемы в общении, психологические травмы, эмоциональные проблемы. Образование: 2007 диплом по специальности Педагогика и психология, Оренбургский государственный педагогический университет г.Оренбург Курсы повышения квалификации: 2003 Организуй себя сам Институт консультирования и тренинга «Статус» 2021 Базовый курс психолога-консультанта  Московская психологическая лаборатория 12 2022 Специализация по работе с зависимостями Московская психологическая лаборатория 12 2023 Фокусированная краткосрочная терапия принятия и ответственности Институт практической психологии и психотерапии Опыт работы: 2017 - 2024 Психолог, Индивидуальная практика г.Москва",0,1
20,Подскажите хорошего специалиста проблема разрыв отношений..переживание все ли сделала правильно сомнения,"Стаж 17 лет Принимает взрослых с 18 лет. Расстройство личности, расстройство пищевого поведения (анорексия, булимия, компульсивное переедание), тревожное расстройство, панические атаки, психосоматика, депрессия, обсессивно-компульсивное расстройство, выгорание, созависимые отношения, семейные кризисы, конфликты, кризисы личности, нарушения адаптации/ когнитивно-поведенческая терапия, терапия принятия и ответственности, CFT, практики осознанности (mindfulness), метод Мюррей, метафорические карты. Образование: 2007 диплом по специальности Патопсихолог, Ставропольский государственный университет Ставрополь Курсы повышения квалификации: 2022 Когнитивно-поведенческая терапия Расстройств Пищевого Поведения Ассоциация Когнитивно-Поведенческой Поисхотерапии Опыт работы: 2007 - 2023 Психолог, Клиника пограничных состояний Ставрополь 2010 - 2023 Психолог, Частная практика Ставрополь 2020 - 2023 Психолог, Академия медицинской косметологии Ставрополь",0,2
21,"Подскажите психотерапевта, работающего с избегающим расстройством личности, андрофобией, депрессией.","Стаж 17 лет Принимает взрослых с 18 лет. Расстройство личности, расстройство пищевого поведения (анорексия, булимия, компульсивное переедание), тревожное расстройство, панические атаки, психосоматика, депрессия, обсессивно-компульсивное расстройство, выгорание, созависимые отношения, семейные кризисы, конфликты, кризисы личности, нарушения адаптации/ когнитивно-поведенческая терапия, терапия принятия и ответственности, CFT, практики осознанности (mindfulness), метод Мюррей, метафорические карты. Образование: 2007 диплом по специальности Патопсихолог, Ставропольский государственный университет Ставрополь Курсы повышения квалификации: 2022 Когнитивно-поведенческая терапия Расстройств Пищевого Поведения Ассоциация Когнитивно-Поведенческой Поисхотерапии Опыт работы: 2007 - 2023 Психолог, Клиника пограничных состояний Ставрополь 2010 - 2023 Психолог, Частная практика Ставрополь 2020 - 2023 Психолог, Академия медицинской косметологии Ставрополь",0,2
22,"Подскажите пожалуйста хорошего не очень дорогого специалиста. Не могу справиться с собой: страхи, самобичевание , нежелание что - либо делать .","Стаж 18 лет Работает с неуверенностью в себе, проблемами в отношениях, депрессивными состояниями, страхами, паническими атаками. Поможет пережить расставание/развод, утрату близкого. Разобраться в причинах, если что-то не получается, принять трудное решение. Образование: 2006 диплом по специальности Социальная психология, Карельский государственный педагогический университет Курсы повышения квалификации: 2005 Введение в гештальт-терапию Карельский государственный педагогический университет 2005 Работа психолога при ЧС, работа с психотравмой Учебный центр при МВД республики Карелия 2006 НЛП, 1,2,3 ступени Санкт-Петербургская гильдия психотерапии и тренинга",1,4
23,"Добрый день! Ищу специалиста, постоянные сложности в отношениях с мужчинами и своей мамой. Помогите пожалуйста разобраться в себе! Буду очень признательна!","Стаж 18 лет Работает с неуверенностью в себе, проблемами в отношениях, депрессивными состояниями, страхами, паническими атаками. Поможет пережить расставание/развод, утрату близкого. Разобраться в причинах, если что-то не получается, принять трудное решение. Образование: 2006 диплом по специальности Социальная психология, Карельский государственный педагогический университет Курсы повышения квалификации: 2005 Введение в гештальт-терапию Карельский государственный педагогический университет 2005 Работа психолога при ЧС, работа с психотравмой Учебный центр при МВД республики Карелия 2006 НЛП, 1,2,3 ступени Санкт-Петербургская гильдия психотерапии и тренинга",1,3
24,"Здравствуйте, ищу специалиста психотерапевта - мужчина, для проработки ненадежного типа привязанности и проблем в отношениях. Желательно обладающего мед. знаниями в области психиатрии для обнаружения (при наличии ) психиатрического диагноза( биполярное расстройство личности, пограничное расстройство и тп). Вопрос цены немаловажен , готова рассмотреть варианты спец. с небольшим опытом.","Стаж 19 лет Принимает детей и взрослых с 3 лет. Стресс и тревога. Помощь в управлении стрессом и тревогой, связанными с работой, отношениями, финансами или другими жизненными ситуациями. Депрессия и настроение. Частые изменения настроения. Получение поддержки, помощи в проработке ваших эмоций и поиска стратегий для повышения вашего настроения. Проблемы в отношениях. Конфликты, недопонимание, проблемы общения и расстройства в отношениях между партнёрами, семьями или коллегами. Самооценка и уверенность. Помощь в повышении самооценки, укреплении уверенности в себе и развитии позитивного самовосприятия. Самооценка и уверенность. Помощь в повышении самооценки, укреплении уверенности в себе и развитии позитивного самовосприятия. Травматические события. Переживание травматических событий, таких как насилие, потеря близкого человека или авария. Помощь в преодолении последствий и проработке эмоциональных ран. Развитие личности. Поддержка в развитии личности, постановке и достижении целей, поиске своего потенциала. Проблемы с адаптацией к новой среде, культуре или жизненным изменениям. Помощь в преодолении трудностей и восстановления равновесия. Образование: 2005 диплом по специальности Дошкольная психология и педагогика, РГПУ им. А.И. Герцена, Институт детства Санкт-Петербург 2020 диплом по специальности Психологическое сопровождение, коррекция и консультирование, Удмуртский Государственный Университет Ижевск Курсы повышения квалификации: 2014 Диплом о профессиональной переподготовке про программе Психологическое консультирование НОУ ВПО Московский институт психоанализа 2021 Онлайн обучение по курсу  Современная когнитивно-поведенческая терапия. Базовый и продвинутый уровни Ассоциация психотерапии и медицинской психологии 2021 Онлайн обучение по курсу Психосоматические расстройства и возможности их психологической коррекции Ассоциация психотерапии и медицинской психологии 2023 Унифицированный трансдиагностический протокол в телемедицине Академия телемедицины СберЗдоровья",0,1
25,"Добрый день! Нужен психолог, специализирующийся на психосоматике. Обязательно с основным высшим психологическим образованием","Стаж 2 года Принимает взрослых с 18 лет. Я работаю основываясь на теории КПТ, поведенческого анализа. При взаимодействии помогаю справиться с негативными переживаниями и эмоциями: страх, тревога, дистресс, неувереннлсть, низкая самооценка. А также помогу проанализировать и сформировать желательное поведение, разработать мотивирование. Образование: 2022 диплом по специальности Магистратура по направлению Психология, АНО ВО Гуманитарный Институт Курсы повышения квалификации: 2021 Когнитивно-поведенческая терапия в практике психолога АНО ДПО Национальная академия дополнительного профессионального образования 2022 Нейрокогнитивная диагностика и коррекция Уральский федеральный университет",0,1
26,"Здравствуйте, ищу специалиста психотерапевта - мужчина, для проработки ненадежного типа привязанности и проблем в отношениях. Желательно обладающего мед. знаниями в области психиатрии для обнаружения (при наличии ) психиатрического диагноза( биполярное расстройство личности, пограничное расстройство и тп). Вопрос цены немаловажен , готова рассмотреть варианты спец. с небольшим опытом.","Стаж 2 года Принимает взрослых с 18 лет. Я работаю со всеми психологическими запросами здоровых людей. Как правило: тяжелое эмоциональное состояние (тревога, депрессия, гнев, апатия), формирование гармоничных отношений с собой и окружающими людьми, работа с психологической травмой, определение и достижение жизненных целей и задач и пр. Нахожусь в личной терапии, регулярно прохожу групповую и личную супервизии. Научная деятельность: Магистерская диссертация и научные статьи на тему работы с  психологической травмой в арт-терапии. Образование: 2022 диплом по специальности Психология, Московский социально-педагогический институт г.Москва Курсы повышения квалификации: 2022 Современная практическая арт-терапия Институт практической психологии и психологического консультирования 2023 Арт-терапия сексуальных отношений Национальная академия дополнительного профессионального образования 2023 ТА-101 Европейская Ассоциация Транзактного Анализа 2023 Теория психической структуры личности: границы и патология Эго-состояний Утвержденный в ЕАТА курс обучения в Транзактном Анализе ТА-202-2 2023 Теория коммуникации: виды Транзакций и их анализ Утвержденный в ЕАТА курс обучения в Транзактном Анализе ТА-202-3 2024 Теория мотивации: базовые потребности психики и эмоциональные Голоды по стимулам, поглаживаниям и структурированию времени Утвержденный в ЕАТА курс обучения в Транзактном Анализе ТА-202-4 2024 Клиническая психология Московский институт психоанализа Опыт работы: 2021 - 2024 Психолог, Частная практика г.Москва 2021 - 2022 Арт-терапевт, волонтер, ГБУЗ Научно-практический центр психического здоровья детей и подростков имени Г. Е. Сухаревой г.Москва 2022 - 2023 Психолог-консультант, Психологический центр Psy Center г.Москва 2023 - 2023 Психолог, ГБУ г. Москвы Центр социальной помощи семье и детям Доверие г.Москва",0,2
27,Подскажите хорошего специалиста проблема разрыв отношений..переживание все ли сделала правильно сомнения,"Стаж 20 лет Занимается проблемами в семье, на работе, депрессиями, апатией, чувством одиночества, вины, обиды, потерей смысла жизни, предназначением и т.д. Занимается зависимостью, созависимостью, расстройством пищевого поведения, психогенной депрессией. Образование: 2004 диплом по специальности Клиническая психология, Курский государственный медицинский университет по специализации Курсы повышения квалификации: 2004 Интегральная гуманистическая психотерапия, психологическое консультирование и психокоррекция Высшая школа гуманитарной психотерапии Москва 2012 Психотерапия детей, подростков и их родителей Институт интегративной детской психотерапии и практической психологии Генезис Москва 2018 Ориентированная на решение краткосрочная психотерапия Московская высшая школа социальных и экономических наук Москва 2020 E-therapy: интернет -консультирование. Технология организации и проведения психологического консультирования с использованием интернет-коммуникаций Национальный исследовательский институт дополнительного образования и профессионального обучения 2020 Экспериментальная патопсихология: клиническая диагностика в практике психолога и экспертной деятельности. Квалификация  Патопсихолог Национальный исследовательский институт дополнительного образования и профессионального обучения 2021 Психотерапия, психологическое консультирование, психокоррекция Российская медицинская академия непрерывного профессионального образования Министерства здравоохранения Российской Федерации Москва",0,2
